kind,name,parent,detail1,detail2
column,taxa_percentual,formas_pagamento,"numeric(5,2)",not_null
column,tipo,formas_pagamento,text,not_null
column,updated_at,formas_pagamento,timestamp with time zone,not_null
column,ativo,fornecedores,boolean,not_null
column,categoria,fornecedores,text,nullable
column,celular,fornecedores,text,nullable
column,cep,fornecedores,text,nullable
column,cidade,fornecedores,text,nullable
column,cpf_cnpj,fornecedores,text,nullable
column,created_at,fornecedores,timestamp with time zone,not_null
column,deleted_at,fornecedores,timestamp without time zone,nullable
column,email,fornecedores,text,nullable
column,endereco,fornecedores,text,nullable
column,estado,fornecedores,text,nullable
column,id,fornecedores,uuid,not_null
column,inscricao_estadual,fornecedores,text,nullable
column,nome_fantasia,fornecedores,text,nullable
column,observacoes,fornecedores,text,nullable
column,organization_id,fornecedores,uuid,not_null
column,razao_social,fornecedores,text,not_null
column,telefone,fornecedores,text,nullable
column,tipo_pessoa,fornecedores,text,not_null
column,updated_at,fornecedores,timestamp with time zone,not_null
column,badge_id,gamification_notifications,text,nullable
column,created_at,gamification_notifications,timestamp with time zone,not_null
column,data,gamification_notifications,jsonb,not_null
column,id,gamification_notifications,uuid,not_null
column,level_up,gamification_notifications,boolean,not_null
column,message,gamification_notifications,text,not_null
column,patient_id,gamification_notifications,uuid,not_null
column,points,gamification_notifications,integer,nullable
column,read,gamification_notifications,boolean,not_null
column,read_at,gamification_notifications,timestamp with time zone,nullable
column,title,gamification_notifications,text,not_null
column,type,gamification_notifications,text,not_null
column,user_id,gamification_notifications,text,nullable
column,created_at,gamification_settings,timestamp with time zone,not_null
column,description,gamification_settings,text,nullable
column,id,gamification_settings,uuid,not_null
column,key,gamification_settings,text,not_null
column,updated_at,gamification_settings,timestamp with time zone,not_null
column,value,gamification_settings,text,not_null
column,created_at,generated_reports,timestamp with time zone,not_null
column,created_by,generated_reports,text,nullable
column,date_range_end,generated_reports,date,nullable
column,date_range_start,generated_reports,date,nullable
column,deleted_at,generated_reports,timestamp without time zone,nullable
column,id,generated_reports,uuid,not_null
column,organization_id,generated_reports,uuid,not_null
column,patient_id,generated_reports,uuid,not_null
column,report_content,generated_reports,text,not_null
column,report_type,generated_reports,text,not_null
column,applicable_tests,goal_profiles,jsonb,not_null
column,category_id,goal_profiles,text,nullable
column,clinician_notes_template,goal_profiles,text,nullable
column,created_at,goal_profiles,timestamp with time zone,not_null
column,default_pinned_metric_keys,goal_profiles,jsonb,not_null
column,description,goal_profiles,text,nullable
column,evidence,goal_profiles,jsonb,not_null
column,id,goal_profiles,text,not_null
column,is_global,goal_profiles,boolean,not_null
column,name,goal_profiles,text,not_null
column,organization_id,goal_profiles,uuid,nullable
column,patient_notes_template,goal_profiles,text,nullable
column,published_at,goal_profiles,timestamp with time zone,nullable
column,quality_gate,goal_profiles,jsonb,nullable
column,status,goal_profiles,text,not_null
column,tags,goal_profiles,jsonb,not_null
column,targets,goal_profiles,jsonb,not_null
column,updated_at,goal_profiles,timestamp with time zone,not_null
column,version,goal_profiles,integer,not_null
column,achieved_at,goals,timestamp without time zone,nullable
column,created_at,goals,timestamp without time zone,not_null
column,deleted_at,goals,timestamp without time zone,nullable
column,description,goals,text,not_null
column,id,goals,uuid,not_null
column,medical_record_id,goals,uuid,not_null
column,notes,goals,text,nullable
column,organization_id,goals,uuid,nullable
column,priority,goals,integer,nullable
column,status,goals,goal_status,nullable
column,target_date,goals,date,nullable
column,created_at,google_drive_items,timestamp with time zone,not_null
column,id,google_drive_items,uuid,not_null
column,integration_id,google_drive_items,uuid,nullable
column,item_kind,google_drive_items,text,not_null
column,metadata,google_drive_items,jsonb,nullable
column,mime_type,google_drive_items,text,nullable
column,name,google_drive_items,text,not_null
column,organization_id,google_drive_items,uuid,nullable
column,parent_provider_item_id,google_drive_items,text,nullable
column,provider_item_id,google_drive_items,text,nullable
column,updated_at,google_drive_items,timestamp with time zone,nullable
column,user_id,google_drive_items,text,not_null
column,web_view_link,google_drive_items,text,nullable
column,created_at,google_integrations,timestamp with time zone,not_null
column,events_synced_count,google_integrations,integer,not_null
column,external_email,google_integrations,text,nullable
column,id,google_integrations,uuid,not_null
column,last_synced_at,google_integrations,timestamp with time zone,nullable
column,organization_id,google_integrations,uuid,nullable
column,provider,google_integrations,text,not_null
column,settings,google_integrations,jsonb,not_null
column,status,google_integrations,text,not_null
column,tokens,google_integrations,jsonb,not_null
column,updated_at,google_integrations,timestamp with time zone,not_null
column,user_id,google_integrations,text,not_null
column,action,google_sync_logs,text,not_null
column,created_at,google_sync_logs,timestamp with time zone,not_null
column,event_id,google_sync_logs,text,nullable
column,event_type,google_sync_logs,text,nullable
column,external_event_id,google_sync_logs,text,nullable
column,id,google_sync_logs,uuid,not_null
column,integration_id,google_sync_logs,uuid,not_null
column,message,google_sync_logs,text,nullable
column,metadata,google_sync_logs,jsonb,nullable
column,status,google_sync_logs,text,not_null
column,checked_in_at,group_checkins,timestamp with time zone,not_null
column,enrollment_id,group_checkins,uuid,nullable
column,id,group_checkins,uuid,not_null
column,method,group_checkins,text,not_null
column,notes,group_checkins,text,nullable
column,organization_id,group_checkins,uuid,not_null
column,patient_id,group_checkins,uuid,not_null
column,session_date,group_checkins,date,nullable
column,session_id,group_checkins,uuid,not_null
column,status,group_checkins,text,nullable
column,class_id,group_class_schedules,uuid,not_null
column,created_at,group_class_schedules,timestamp with time zone,not_null
column,effective_from,group_class_schedules,date,not_null
column,effective_until,group_class_schedules,date,nullable
column,id,group_class_schedules,uuid,not_null
column,organization_id,group_class_schedules,uuid,not_null
column,start_time,group_class_schedules,time without time zone,not_null
column,weekday,group_class_schedules,smallint,not_null
column,capacity,group_classes,integer,nullable
column,color,group_classes,text,not_null
column,created_at,group_classes,timestamp with time zone,not_null
column,day_of_week,group_classes,integer,nullable
column,deleted_at,group_classes,timestamp with time zone,nullable
column,description,group_classes,text,nullable
column,duration_minutes,group_classes,integer,not_null
column,end_time,group_classes,time without time zone,nullable
column,id,group_classes,uuid,not_null
column,is_active,group_classes,boolean,not_null
column,location,group_classes,text,nullable
column,max_capacity,group_classes,integer,not_null
column,modality,group_classes,text,not_null
column,name,group_classes,text,not_null
column,organization_id,group_classes,uuid,not_null
column,start_time,group_classes,time without time zone,nullable
column,therapist_id,group_classes,text,nullable
column,updated_at,group_classes,timestamp with time zone,not_null
column,class_id,group_enrollments,uuid,not_null
column,enrolled_at,group_enrollments,timestamp with time zone,not_null
column,id,group_enrollments,uuid,not_null
column,notes,group_enrollments,text,nullable
column,organization_id,group_enrollments,uuid,not_null
column,patient_id,group_enrollments,uuid,not_null
column,status,group_enrollments,text,nullable
column,unenrolled_at,group_enrollments,timestamp with time zone,nullable
column,class_id,group_sessions,uuid,not_null
column,created_at,group_sessions,timestamp with time zone,not_null
column,date,group_sessions,date,not_null
column,deleted_at,group_sessions,timestamp with time zone,nullable
column,end_time,group_sessions,time without time zone,nullable
column,id,group_sessions,uuid,not_null
column,location,group_sessions,text,nullable
column,notes,group_sessions,text,nullable
column,organization_id,group_sessions,uuid,not_null
column,start_time,group_sessions,time without time zone,not_null
column,status,group_sessions,text,not_null
column,therapist_id,group_sessions,text,nullable
column,updated_at,group_sessions,timestamp with time zone,not_null
column,added_at,group_waitlist,timestamp with time zone,not_null
column,class_id,group_waitlist,uuid,not_null
column,id,group_waitlist,uuid,not_null
column,notified_at,group_waitlist,timestamp with time zone,nullable
column,organization_id,group_waitlist,uuid,not_null
column,patient_id,group_waitlist,uuid,not_null
column,position,group_waitlist,integer,not_null
column,status,group_waitlist,text,not_null
column,ans_registration,health_insurances,character varying(50),nullable
column,created_at,health_insurances,timestamp without time zone,not_null
column,deleted_at,health_insurances,timestamp without time zone,nullable
column,email,health_insurances,character varying(255),nullable
column,id,health_insurances,uuid,not_null
column,is_active,health_insurances,boolean,nullable
column,name,health_insurances,character varying(255),not_null
column,notes,health_insurances,text,nullable
column,organization_id,health_insurances,uuid,not_null
column,payment_terms_days,health_insurances,integer,nullable
column,phone,health_insurances,character varying(20),nullable
column,price_table,health_insurances,jsonb,nullable
column,reimbursement_amount,health_insurances,"numeric(12,2)",nullable
column,responsible_contact,health_insurances,character varying(255),nullable
column,tax_id,health_insurances,character varying(20),nullable
column,updated_at,health_insurances,timestamp without time zone,not_null
column,changes,identity_history,jsonb,not_null
column,contact_id,identity_history,uuid,not_null
column,created_at,identity_history,timestamp with time zone,not_null
column,id,identity_history,uuid,not_null
column,organization_id,identity_history,uuid,not_null
column,created_at,inventory_movements,timestamp with time zone,not_null
column,created_by,inventory_movements,text,nullable
column,id,inventory_movements,uuid,not_null
column,inventory_id,inventory_movements,uuid,not_null
column,movement_type,inventory_movements,text,not_null
column,organization_id,inventory_movements,uuid,not_null
column,quantity,inventory_movements,integer,not_null
column,reason,inventory_movements,text,nullable
column,related_appointment_id,inventory_movements,uuid,nullable
column,category,jules_learnings,character varying(100),not_null
column,content,jules_learnings,text,not_null
column,created_at,jules_learnings,timestamp with time zone,not_null
column,id,jules_learnings,uuid,not_null
column,organization_id,jules_learnings,uuid,nullable
column,pr_review_id,jules_learnings,uuid,nullable
column,title,jules_learnings,character varying(255),not_null
column,created_at,jules_pr_reviews,timestamp with time zone,not_null
column,id,jules_pr_reviews,uuid,not_null
column,organization_id,jules_pr_reviews,uuid,nullable
column,pr_number,jules_pr_reviews,integer,not_null
column,repo_name,jules_pr_reviews,character varying(255),not_null
column,review_data,jules_pr_reviews,jsonb,nullable
column,summary,jules_pr_reviews,text,nullable
column,updated_at,jules_pr_reviews,timestamp with time zone,not_null
column,article_id,knowledge_annotations,text,not_null
column,created_at,knowledge_annotations,timestamp with time zone,not_null
column,created_by,knowledge_annotations,uuid,not_null
column,evidence,knowledge_annotations,text,nullable
column,highlights,knowledge_annotations,jsonb,not_null
column,id,knowledge_annotations,uuid,not_null
column,observations,knowledge_annotations,jsonb,not_null
column,organization_id,knowledge_annotations,uuid,not_null
column,scope,knowledge_annotations,text,not_null
column,scope_key,knowledge_annotations,text,not_null
column,status,knowledge_annotations,text,nullable
column,updated_at,knowledge_annotations,timestamp with time zone,not_null
column,updated_by,knowledge_annotations,uuid,not_null
column,user_id,knowledge_annotations,uuid,nullable
column,article_id,knowledge_articles,text,not_null
column,article_type,knowledge_articles,text,not_null
column,citation_count,knowledge_articles,integer,nullable
column,clinical_implications,knowledge_articles,jsonb,not_null
column,created_at,knowledge_articles,timestamp with time zone,not_null
column,created_by,knowledge_articles,uuid,nullable
column,evidence,knowledge_articles,text,not_null
column,focus,knowledge_articles,jsonb,not_null
column,group,knowledge_articles,text,not_null
column,highlights,knowledge_articles,jsonb,not_null
column,id,knowledge_articles,uuid,not_null
column,key_questions,knowledge_articles,jsonb,not_null
column,metadata,knowledge_articles,jsonb,not_null
column,observations,knowledge_articles,jsonb,not_null
column,organization_id,knowledge_articles,uuid,not_null
column,raw_text,knowledge_articles,text,nullable
column,source,knowledge_articles,text,nullable
column,status,knowledge_articles,text,not_null
column,subgroup,knowledge_articles,text,not_null
column,summary,knowledge_articles,text,nullable
column,tags,knowledge_articles,jsonb,not_null
column,title,knowledge_articles,text,not_null
column,updated_at,knowledge_articles,timestamp with time zone,not_null
column,updated_by,knowledge_articles,uuid,nullable
column,url,knowledge_articles,text,nullable
column,vector_status,knowledge_articles,text,not_null
column,view_count,knowledge_articles,integer,not_null
column,year,knowledge_articles,integer,nullable
column,action,knowledge_audit,text,not_null
column,actor_id,knowledge_audit,uuid,not_null
column,after,knowledge_audit,jsonb,nullable
column,article_id,knowledge_audit,text,not_null
column,before,knowledge_audit,jsonb,nullable
column,context,knowledge_audit,jsonb,nullable
column,created_at,knowledge_audit,timestamp with time zone,not_null
column,id,knowledge_audit,uuid,not_null
column,organization_id,knowledge_audit,uuid,not_null
column,article_id,knowledge_curation,text,not_null
column,assigned_to,knowledge_curation,uuid,nullable
column,created_at,knowledge_curation,timestamp with time zone,not_null
column,created_by,knowledge_curation,uuid,not_null
column,id,knowledge_curation,uuid,not_null
column,notes,knowledge_curation,text,nullable
column,organization_id,knowledge_curation,uuid,not_null
column,status,knowledge_curation,text,not_null
column,updated_at,knowledge_curation,timestamp with time zone,not_null
column,updated_by,knowledge_curation,uuid,not_null
column,article_id,knowledge_notes,text,not_null
column,content,knowledge_notes,text,not_null
column,created_at,knowledge_notes,timestamp with time zone,not_null
column,highlight_color,knowledge_notes,text,nullable
column,id,knowledge_notes,uuid,not_null
column,organization_id,knowledge_notes,uuid,not_null
column,page_ref,knowledge_notes,integer,nullable
column,user_id,knowledge_notes,uuid,not_null
column,created_at,lead_historico,timestamp with time zone,not_null
column,created_by,lead_historico,text,nullable
column,descricao,lead_historico,text,nullable
column,id,lead_historico,uuid,not_null
column,lead_id,lead_historico,uuid,not_null
column,organization_id,lead_historico,uuid,not_null
column,proximo_contato,lead_historico,timestamp with time zone,nullable
column,resultado,lead_historico,text,nullable
column,tipo_contato,lead_historico,text,nullable
column,contact_id,leads,uuid,nullable
column,created_at,leads,timestamp with time zone,not_null
column,data_primeiro_contato,leads,timestamp with time zone,nullable
column,data_ultimo_contato,leads,timestamp with time zone,nullable
column,email,leads,text,nullable
column,estagio,leads,text,not_null
column,id,leads,uuid,not_null
column,interesse,leads,text,nullable
column,motivo_nao_efetivacao,leads,text,nullable
column,nome,leads,text,not_null
column,observacoes,leads,text,nullable
column,organization_id,leads,uuid,not_null
column,origem,leads,text,nullable
column,responsavel_id,leads,text,nullable
column,telefone,leads,text,nullable
column,updated_at,leads,timestamp with time zone,not_null
column,consent_type,lgpd_consents,text,not_null
column,created_at,lgpd_consents,timestamp with time zone,not_null
column,granted,lgpd_consents,boolean,not_null
column,granted_at,lgpd_consents,timestamp with time zone,nullable
column,id,lgpd_consents,uuid,not_null
column,organization_id,lgpd_consents,uuid,not_null
column,revoked_at,lgpd_consents,timestamp with time zone,nullable
column,updated_at,lgpd_consents,timestamp with time zone,not_null
column,user_id,lgpd_consents,text,not_null
column,version,lgpd_consents,text,not_null
column,created_at,lgpd_deletion_requests,timestamp with time zone,not_null
column,due_at,lgpd_deletion_requests,timestamp with time zone,not_null
column,id,lgpd_deletion_requests,bigint,not_null
column,legal_basis,lgpd_deletion_requests,text,nullable
column,organization_id,lgpd_deletion_requests,uuid,not_null
column,patient_id,lgpd_deletion_requests,uuid,nullable
column,request_origin,lgpd_deletion_requests,character varying(32),not_null
column,requester_email,lgpd_deletion_requests,text,not_null
column,requester_name,lgpd_deletion_requests,text,nullable
column,responded_at,lgpd_deletion_requests,timestamp with time zone,nullable
column,response_summary,lgpd_deletion_requests,text,nullable
column,scope,lgpd_deletion_requests,character varying(32),not_null
column,status,lgpd_deletion_requests,character varying(32),not_null
column,enabled,marketing_birthday_configs,boolean,not_null
column,message_template,marketing_birthday_configs,text,nullable
column,organization_id,marketing_birthday_configs,uuid,not_null
column,send_email,marketing_birthday_configs,boolean,not_null
column,send_whatsapp,marketing_birthday_configs,boolean,not_null
column,updated_at,marketing_birthday_configs,timestamp with time zone,not_null
column,educational_material,marketing_consents,boolean,not_null
column,expires_at,marketing_consents,timestamp with time zone,nullable
column,is_active,marketing_consents,boolean,not_null
column,organization_id,marketing_consents,uuid,not_null
column,patient_id,marketing_consents,uuid,not_null
column,revoked_at,marketing_consents,timestamp with time zone,nullable
column,signature_ip,marketing_consents,text,nullable
column,signed_at,marketing_consents,timestamp with time zone,nullable
column,signed_by,marketing_consents,text,nullable
column,social_media,marketing_consents,boolean,not_null
column,updated_at,marketing_consents,timestamp with time zone,not_null
column,website,marketing_consents,boolean,not_null
column,asset_a_id,marketing_exports,text,nullable
column,asset_b_id,marketing_exports,text,nullable
column,created_at,marketing_exports,timestamp with time zone,not_null
column,deleted,marketing_exports,boolean,not_null
column,deleted_at,marketing_exports,timestamp with time zone,nullable
column,export_type,marketing_exports,text,not_null
column,file_path,marketing_exports,text,nullable
column,file_url,marketing_exports,text,nullable
column,id,marketing_exports,uuid,not_null
column,is_anonymized,marketing_exports,boolean,not_null
column,metrics_overlay,marketing_exports,jsonb,not_null
column,organization_id,marketing_exports,uuid,not_null
column,patient_id,marketing_exports,uuid,nullable
column,created_at,marketing_recall_campaigns,timestamp with time zone,not_null
column,days_without_visit,marketing_recall_campaigns,integer,not_null
column,deleted,marketing_recall_campaigns,boolean,not_null
column,deleted_at,marketing_recall_campaigns,timestamp with time zone,nullable
column,description,marketing_recall_campaigns,text,not_null
column,enabled,marketing_recall_campaigns,boolean,not_null
column,id,marketing_recall_campaigns,uuid,not_null
column,message_template,marketing_recall_campaigns,text,not_null
column,name,marketing_recall_campaigns,text,not_null
column,organization_id,marketing_recall_campaigns,uuid,not_null
column,updated_at,marketing_recall_campaigns,timestamp with time zone,not_null
column,delay_hours,marketing_review_configs,integer,not_null
column,enabled,marketing_review_configs,boolean,not_null
column,google_place_id,marketing_review_configs,text,nullable
column,message_template,marketing_review_configs,text,nullable
column,organization_id,marketing_review_configs,uuid,not_null
column,trigger_status,marketing_review_configs,jsonb,not_null
column,updated_at,marketing_review_configs,timestamp with time zone,not_null
column,created_at,media_gallery,timestamp without time zone,not_null
column,folder,media_gallery,character varying(255),not_null
column,id,media_gallery,uuid,not_null
column,is_active,media_gallery,text,nullable
column,metadata,media_gallery,jsonb,nullable
column,mime_type,media_gallery,character varying(100),nullable
column,name,media_gallery,character varying(255),not_null
column,organization_id,media_gallery,uuid,nullable
column,size,media_gallery,integer,nullable
column,thumbnail_url,media_gallery,text,nullable
column,type,media_gallery,media_type,not_null
column,updated_at,media_gallery,timestamp without time zone,not_null
column,url,media_gallery,text,not_null
column,category,medical_attachments,text,not_null
column,created_at,medical_attachments,timestamp with time zone,not_null
column,description,medical_attachments,text,nullable
column,file_name,medical_attachments,text,not_null
column,file_size,medical_attachments,bigint,nullable
column,file_type,medical_attachments,text,not_null
column,file_url,medical_attachments,text,not_null
column,id,medical_attachments,uuid,not_null
column,organization_id,medical_attachments,uuid,not_null
column,patient_id,medical_attachments,uuid,not_null
column,record_id,medical_attachments,uuid,nullable
column,updated_at,medical_attachments,timestamp with time zone,not_null
column,uploaded_at,medical_attachments,timestamp with time zone,not_null
column,uploaded_by,medical_attachments,text,nullable
column,allergies,medical_records,jsonb,nullable
column,chief_complaint,medical_records,text,nullable
column,created_at,medical_records,timestamp without time zone,not_null
column,created_by,medical_records,text,nullable
column,current_history,medical_records,text,nullable
column,current_medications,medical_records,text,nullable
column,deleted_at,medical_records,timestamp without time zone,nullable
column,diagnosis,medical_records,text,nullable
column,family_history,medical_records,text,nullable
column,icd10_codes,medical_records,jsonb,nullable
column,id,medical_records,uuid,not_null
column,lifestyle,medical_records,jsonb,nullable
column,lifestyle_habits,medical_records,text,nullable
column,medical_history,medical_records,text,nullable
column,medications,medical_records,jsonb,nullable
column,organization_id,medical_records,uuid,nullable
column,past_history,medical_records,text,nullable
column,patient_id,medical_records,uuid,not_null
column,physical_activity,medical_records,text,nullable
column,physical_exam,medical_records,jsonb,nullable
column,previous_surgeries,medical_records,text,nullable
column,record_date,medical_records,date,nullable
column,updated_at,medical_records,timestamp without time zone,not_null
column,campos,medical_report_templates,jsonb,not_null
column,created_at,medical_report_templates,timestamp with time zone,not_null
column,created_by,medical_report_templates,text,nullable
column,descricao,medical_report_templates,text,nullable
column,id,medical_report_templates,uuid,not_null
column,nome,medical_report_templates,text,not_null
column,organization_id,medical_report_templates,uuid,nullable
column,tipo_relatorio,medical_report_templates,character varying(40),not_null
column,updated_at,medical_report_templates,timestamp with time zone,not_null
column,created_at,medical_reports,timestamp with time zone,not_null
column,created_by,medical_reports,text,nullable
column,data_emissao,medical_reports,timestamp with time zone,not_null
column,id,medical_reports,uuid,not_null
column,organization_id,medical_reports,uuid,not_null
column,patient_id,medical_reports,uuid,nullable
column,payload,medical_reports,jsonb,not_null
column,report_type,medical_reports,character varying(40),not_null
column,updated_at,medical_reports,timestamp with time zone,not_null
column,created_at,medical_request_files,timestamp with time zone,not_null
column,file_name,medical_request_files,text,not_null
column,file_path,medical_request_files,text,not_null
column,file_size,medical_request_files,bigint,nullable
column,file_type,medical_request_files,text,nullable
column,id,medical_request_files,uuid,not_null
column,medical_request_id,medical_request_files,uuid,not_null
column,organization_id,medical_request_files,uuid,not_null
column,storage_url,medical_request_files,text,nullable
column,created_at,medical_requests,timestamp with time zone,not_null
column,created_by,medical_requests,text,nullable
column,doctor_name,medical_requests,text,nullable
column,file_name,medical_requests,text,nullable
column,file_size,medical_requests,integer,nullable
column,id,medical_requests,uuid,not_null
column,mime_type,medical_requests,text,nullable
column,notes,medical_requests,text,nullable
column,organization_id,medical_requests,uuid,not_null
column,patient_id,medical_requests,uuid,not_null
column,professional_id,medical_requests,text,nullable
column,r2_key,medical_requests,text,nullable
column,request_date,medical_requests,timestamp with time zone,nullable
column,request_type,medical_requests,text,nullable
column,requested_by,medical_requests,text,nullable
column,specialty,medical_requests,text,nullable
column,status,medical_requests,text,nullable
column,title,medical_requests,text,nullable
column,updated_at,medical_requests,timestamp with time zone,not_null
column,attachment_name,messages,text,nullable
column,attachment_url,messages,text,nullable
column,content,messages,text,not_null
column,created_at,messages,timestamp with time zone,not_null
column,id,messages,uuid,not_null
column,organization_id,messages,uuid,nullable
column,read_at,messages,timestamp with time zone,nullable
column,recipient_id,messages,text,not_null
column,sender_id,messages,text,not_null
column,status,messages,text,not_null
column,type,messages,text,not_null
column,created_at,mfa_enrollments,timestamp with time zone,not_null
column,factor_id,mfa_enrollments,text,not_null
column,friendly_name,mfa_enrollments,text,nullable
column,id,mfa_enrollments,uuid,not_null
column,organization_id,mfa_enrollments,uuid,nullable
column,secret,mfa_enrollments,text,nullable
column,type,mfa_enrollments,text,not_null
column,user_id,mfa_enrollments,text,not_null
column,verified,mfa_enrollments,boolean,not_null
column,verified_at,mfa_enrollments,timestamp with time zone,nullable
column,backup_codes,mfa_settings,text[],not_null
column,created_at,mfa_settings,timestamp with time zone,not_null
column,id,mfa_settings,uuid,not_null
column,last_used_at,mfa_settings,timestamp with time zone,nullable
column,mfa_enabled,mfa_settings,boolean,not_null
column,mfa_method,mfa_settings,text,nullable
column,organization_id,mfa_settings,uuid,nullable
column,pending_otp_code,mfa_settings,text,nullable
column,pending_otp_expires_at,mfa_settings,timestamp with time zone,nullable
column,updated_at,mfa_settings,timestamp with time zone,not_null
column,user_id,mfa_settings,text,not_null
column,age_group,ml_training_data,text,not_null
column,attendance_rate,ml_training_data,"numeric(10,4)",not_null
column,baseline_functional_score,ml_training_data,"numeric(10,2)",not_null
column,baseline_pain_level,ml_training_data,"numeric(10,2)",not_null
column,chronic_condition,ml_training_data,boolean,not_null
column,created_at,ml_training_data,timestamp with time zone,not_null
column,data_collection_period_end,ml_training_data,timestamp with time zone,nullable
column,data_collection_period_start,ml_training_data,timestamp with time zone,nullable
column,functional_improvement_percentage,ml_training_data,"numeric(10,2)",not_null
column,gender,ml_training_data,text,not_null
column,home_exercise_compliance,ml_training_data,"numeric(10,4)",not_null
column,id,ml_training_data,uuid,not_null
column,organization_id,ml_training_data,uuid,not_null
column,outcome_category,ml_training_data,text,not_null
column,pain_reduction_percentage,ml_training_data,"numeric(10,2)",not_null
column,patient_hash,ml_training_data,text,not_null
column,patient_satisfaction_score,ml_training_data,"numeric(10,2)",not_null
column,portal_login_frequency,ml_training_data,"numeric(10,4)",not_null
column,primary_pathology,ml_training_data,text,not_null
column,session_frequency_weekly,ml_training_data,"numeric(10,2)",not_null
column,sessions_to_discharge,ml_training_data,integer,not_null
column,total_sessions,ml_training_data,integer,not_null
column,treatment_type,ml_training_data,text,not_null
column,updated_at,ml_training_data,timestamp with time zone,not_null
column,chave_acesso,nfse,text,nullable
column,created_at,nfse,timestamp with time zone,not_null
column,data_emissao,nfse,timestamp with time zone,not_null
column,data_prestacao,nfse,timestamp with time zone,nullable
column,deleted_at,nfse,timestamp without time zone,nullable
column,destinatario,nfse,jsonb,not_null
column,id,nfse,uuid,not_null
column,numero,nfse,text,not_null
column,organization_id,nfse,uuid,not_null
column,prestador,nfse,jsonb,not_null
column,protocolo,nfse,text,nullable
column,serie,nfse,text,nullable
column,servico,nfse,jsonb,not_null
column,status,nfse,text,not_null
column,tipo,nfse,text,not_null
column,updated_at,nfse,timestamp with time zone,not_null
column,valor,nfse,"numeric(12,2)",not_null
column,verificacao,nfse,text,nullable
column,aliquota_iss,nfse_config,"numeric(5,2)",not_null
column,ambiente,nfse_config,text,not_null
column,auto_emissao,nfse_config,boolean,not_null
column,cnae,nfse_config,text,nullable
column,cnpj_prestador,nfse_config,text,nullable
column,codigo_servico_padrao,nfse_config,text,nullable
column,contabilidade_automacao_ativa,nfse_config,boolean,nullable
column,contabilidade_email,nfse_config,text,nullable
column,created_at,nfse_config,timestamp with time zone,not_null
column,discriminacao_padrao,nfse_config,text,nullable
column,id,nfse_config,uuid,nullable
column,incentivo_fiscal,nfse_config,boolean,nullable
column,inscricao_municipal,nfse_config,text,nullable
column,municipio_codigo,nfse_config,text,nullable
column,optante_simples,nfse_config,boolean,nullable
column,organization_id,nfse_config,uuid,not_null
column,razao_social,nfse_config,text,nullable
column,regime_tributario,nfse_config,text,nullable
column,tp_opcao_simples,nfse_config,integer,nullable
column,updated_at,nfse_config,timestamp with time zone,not_null
column,aliquota_iss,nfse_records,"numeric(5,4)",nullable
column,appointment_id,nfse_records,uuid,nullable
column,codigo_servico,nfse_records,text,not_null
column,codigo_verificacao,nfse_records,text,nullable
column,created_at,nfse_records,timestamp with time zone,nullable
column,data_emissao,nfse_records,timestamp with time zone,nullable
column,discriminacao,nfse_records,text,not_null
column,enviado_contabilidade_at,nfse_records,timestamp with time zone,nullable
column,erro_message,nfse_records,text,nullable
column,focus_nfe_ref,nfse_records,character varying(128),nullable
column,id,nfse_records,uuid,not_null
column,iss_retido,nfse_records,boolean,nullable
column,link_danfse,nfse_records,text,nullable
column,link_nfse,nfse_records,text,nullable
column,municipio_prestacao,nfse_records,text,nullable
column,numero_lote,nfse_records,text,nullable
column,numero_nfse,nfse_records,text,nullable
column,numero_rps,nfse_records,text,not_null
column,organization_id,nfse_records,uuid,not_null
column,patient_id,nfse_records,uuid,nullable
column,serie_rps,nfse_records,text,not_null
column,sp_lote_numero,nfse_records,text,nullable
column,status,nfse_records,text,nullable
column,tentativas_envio,nfse_records,integer,nullable
column,tomador_bairro,nfse_records,text,nullable
column,tomador_cep,nfse_records,text,nullable
column,tomador_cidade,nfse_records,text,nullable
column,tomador_complemento,nfse_records,text,nullable
column,tomador_cpf_cnpj,nfse_records,text,nullable
column,tomador_email,nfse_records,text,nullable
column,tomador_logradouro,nfse_records,text,nullable
column,tomador_nome,nfse_records,text,nullable
column,tomador_numero,nfse_records,text,nullable
column,tomador_uf,nfse_records,text,nullable
column,ultimo_erro,nfse_records,text,nullable
column,updated_at,nfse_records,timestamp with time zone,nullable
column,valor_base_calculo,nfse_records,"numeric(10,2)",nullable
column,valor_deducoes,nfse_records,"numeric(10,2)",nullable
column,valor_iss,nfse_records,"numeric(10,2)",nullable
column,valor_servico,nfse_records,"numeric(10,2)",not_null
column,workflow_id,nfse_records,text,nullable
column,xml_nfse,nfse_records,text,nullable
column,xml_rps,nfse_records,text,nullable
column,appointment_reminders,notification_preferences,boolean,not_null
column,created_at,notification_preferences,timestamp with time zone,not_null
column,exercise_reminders,notification_preferences,boolean,not_null
column,id,notification_preferences,text,not_null
column,organization_id,notification_preferences,text,nullable
column,payment_reminders,notification_preferences,boolean,not_null
column,progress_updates,notification_preferences,boolean,not_null
column,quiet_hours_end,notification_preferences,text,not_null
column,quiet_hours_start,notification_preferences,text,not_null
column,system_alerts,notification_preferences,boolean,not_null
column,therapist_messages,notification_preferences,boolean,not_null
column,updated_at,notification_preferences,timestamp with time zone,not_null
column,user_id,notification_preferences,text,not_null
