kind,name,parent,detail1,detail2
column,interpretation,standardized_test_results,text,nullable
column,max_score,standardized_test_results,"numeric(10,2)",not_null
column,notes,standardized_test_results,text,nullable
column,organization_id,standardized_test_results,uuid,not_null
column,patient_id,standardized_test_results,uuid,not_null
column,responses,standardized_test_results,jsonb,not_null
column,scale_name,standardized_test_results,text,nullable
column,score,standardized_test_results,"numeric(10,2)",not_null
column,session_id,standardized_test_results,uuid,nullable
column,test_name,standardized_test_results,text,not_null
column,test_type,standardized_test_results,text,not_null
column,updated_at,standardized_test_results,timestamp with time zone,not_null
column,address,suppliers,text,nullable
column,category,suppliers,text,nullable
column,city,suppliers,text,nullable
column,created_at,suppliers,timestamp with time zone,not_null
column,deleted_at,suppliers,timestamp without time zone,nullable
column,email,suppliers,text,nullable
column,id,suppliers,uuid,not_null
column,is_active,suppliers,boolean,nullable
column,legal_name,suppliers,text,not_null
column,mobile_phone,suppliers,text,nullable
column,notes,suppliers,text,nullable
column,organization_id,suppliers,uuid,not_null
column,person_type,suppliers,text,not_null
column,phone,suppliers,text,nullable
column,state,suppliers,text,nullable
column,state_registration,suppliers,text,nullable
column,tax_id,suppliers,text,nullable
column,trade_name,suppliers,text,nullable
column,updated_at,suppliers,timestamp with time zone,not_null
column,zip_code,suppliers,text,nullable
column,created_at,surgeries,timestamp without time zone,not_null
column,deleted_at,surgeries,timestamp without time zone,nullable
column,hospital,surgeries,character varying(150),nullable
column,id,surgeries,uuid,not_null
column,medical_record_id,surgeries,uuid,not_null
column,name,surgeries,character varying(200),not_null
column,notes,surgeries,text,nullable
column,organization_id,surgeries,uuid,nullable
column,post_op_protocol,surgeries,text,nullable
column,surgeon,surgeries,character varying(150),nullable
column,surgery_date,surgeries,date,nullable
column,author_id,tarefa_comments,text,not_null
column,author_name,tarefa_comments,character varying(255),nullable
column,content,tarefa_comments,text,not_null
column,created_at,tarefa_comments,timestamp with time zone,not_null
column,id,tarefa_comments,uuid,not_null
column,mentions,tarefa_comments,text[],not_null
column,organization_id,tarefa_comments,uuid,not_null
column,tarefa_id,tarefa_comments,uuid,not_null
column,kind,tarefa_notification_log,text,not_null
column,sent_at,tarefa_notification_log,timestamp with time zone,not_null
column,sent_on,tarefa_notification_log,date,not_null
column,tarefa_id,tarefa_notification_log,uuid,not_null
column,checklists,tarefa_templates,jsonb,not_null
column,created_at,tarefa_templates,timestamp with time zone,not_null
column,created_by,tarefa_templates,text,nullable
column,descricao,tarefa_templates,text,nullable
column,id,tarefa_templates,uuid,not_null
column,name,tarefa_templates,character varying(255),not_null
column,organization_id,tarefa_templates,uuid,not_null
column,prioridade,tarefa_templates,character varying(20),not_null
column,tags,tarefa_templates,text[],not_null
column,tipo,tarefa_templates,character varying(30),not_null
column,titulo,tarefa_templates,character varying(500),not_null
column,acknowledgments,tarefas,jsonb,not_null
column,attachments,tarefas,jsonb,not_null
column,board_id,tarefas,uuid,nullable
column,checklists,tarefas,jsonb,not_null
column,column_id,tarefas,uuid,nullable
column,completed_at,tarefas,timestamp with time zone,nullable
column,created_at,tarefas,timestamp with time zone,not_null
column,created_by,tarefas,text,not_null
column,data_vencimento,tarefas,timestamp with time zone,nullable
column,dependencies,tarefas,jsonb,not_null
column,descricao,tarefas,text,nullable
column,id,tarefas,uuid,not_null
column,label_ids,tarefas,uuid[],not_null
column,linked_entity_id,tarefas,uuid,nullable
column,linked_entity_type,tarefas,character varying(50),nullable
column,order_index,tarefas,integer,not_null
column,organization_id,tarefas,uuid,not_null
column,parent_id,tarefas,uuid,nullable
column,prioridade,tarefas,text,not_null
column,project_id,tarefas,uuid,nullable
column,recurrence,tarefas,jsonb,nullable
column,recurrence_parent_id,tarefas,uuid,nullable
column,requires_acknowledgment,tarefas,boolean,not_null
column,responsavel_id,tarefas,text,nullable
column,start_date,tarefas,timestamp with time zone,nullable
column,status,tarefas,text,not_null
column,tags,tarefas,text[],not_null
column,task_references,tarefas,jsonb,not_null
column,tipo,tarefas,text,not_null
column,titulo,tarefas,text,not_null
column,updated_at,tarefas,timestamp with time zone,not_null
column,acknowledged_at,task_acknowledgments,timestamp without time zone,nullable
column,created_at,task_acknowledgments,timestamp without time zone,not_null
column,id,task_acknowledgments,uuid,not_null
column,notes,task_acknowledgments,text,nullable
column,organization_id,task_acknowledgments,uuid,nullable
column,read_at,task_acknowledgments,timestamp without time zone,nullable
column,task_id,task_acknowledgments,uuid,not_null
column,user_id,task_acknowledgments,character varying,not_null
column,assigned_at,task_assignments,timestamp without time zone,not_null
column,assigned_by,task_assignments,character varying,nullable
column,id,task_assignments,uuid,not_null
column,organization_id,task_assignments,uuid,nullable
column,task_id,task_assignments,uuid,not_null
column,user_id,task_assignments,character varying,not_null
column,action,task_audit_logs,character varying(100),not_null
column,details,task_audit_logs,jsonb,nullable
column,id,task_audit_logs,uuid,not_null
column,organization_id,task_audit_logs,uuid,nullable
column,performed_by,task_audit_logs,character varying,not_null
column,task_id,task_audit_logs,uuid,not_null
column,timestamp,task_audit_logs,timestamp without time zone,not_null
column,created_at,task_boards,timestamp without time zone,not_null
column,description,task_boards,text,nullable
column,id,task_boards,uuid,not_null
column,organization_id,task_boards,uuid,nullable
column,owner_id,task_boards,character varying,not_null
column,title,task_boards,character varying(255),not_null
column,updated_at,task_boards,timestamp without time zone,not_null
column,board_id,task_columns,uuid,not_null
column,created_at,task_columns,timestamp without time zone,not_null
column,id,task_columns,uuid,not_null
column,order,task_columns,integer,not_null
column,organization_id,task_columns,uuid,nullable
column,title,task_columns,character varying(255),not_null
column,updated_at,task_columns,timestamp without time zone,not_null
column,can_view,task_visibility,boolean,not_null
column,created_at,task_visibility,timestamp without time zone,not_null
column,id,task_visibility,uuid,not_null
column,organization_id,task_visibility,uuid,nullable
column,role,task_visibility,character varying(50),nullable
column,task_id,task_visibility,uuid,not_null
column,user_id,task_visibility,character varying,nullable
column,column_id,tasks,uuid,not_null
column,created_at,tasks,timestamp without time zone,not_null
column,created_by,tasks,character varying,not_null
column,description,tasks,text,nullable
column,due_date,tasks,timestamp without time zone,nullable
column,id,tasks,uuid,not_null
column,organization_id,tasks,uuid,nullable
column,patient_id,tasks,uuid,nullable
column,priority,tasks,task_priority,nullable
column,related_entity_id,tasks,uuid,nullable
column,related_entity_type,tasks,character varying,nullable
column,requires_acknowledgment,tasks,boolean,not_null
column,title,tasks,character varying(255),not_null
column,updated_at,tasks,timestamp without time zone,not_null
column,appointment_id,telemedicine_rooms,text,nullable
column,created_at,telemedicine_rooms,timestamp with time zone,not_null
column,duration_minutes,telemedicine_rooms,integer,nullable
column,ended_at,telemedicine_rooms,timestamp with time zone,nullable
column,id,telemedicine_rooms,text,not_null
column,meeting_provider,telemedicine_rooms,text,nullable
column,meeting_url,telemedicine_rooms,text,nullable
column,notas,telemedicine_rooms,text,nullable
column,organization_id,telemedicine_rooms,text,not_null
column,patient_id,telemedicine_rooms,text,not_null
column,recording_url,telemedicine_rooms,text,nullable
column,room_code,telemedicine_rooms,text,not_null
column,scheduled_at,telemedicine_rooms,timestamp with time zone,nullable
column,started_at,telemedicine_rooms,timestamp with time zone,nullable
column,status,telemedicine_rooms,text,not_null
column,therapist_id,telemedicine_rooms,text,nullable
column,updated_at,telemedicine_rooms,timestamp with time zone,not_null
column,commission_rate,therapist_commissions,"numeric(5,2)",not_null
column,created_at,therapist_commissions,timestamp with time zone,nullable
column,effective_from,therapist_commissions,date,not_null
column,id,therapist_commissions,uuid,not_null
column,notes,therapist_commissions,text,nullable
column,organization_id,therapist_commissions,uuid,not_null
column,therapist_id,therapist_commissions,text,not_null
column,updated_at,therapist_commissions,timestamp with time zone,nullable
column,appointment_id,time_entries,uuid,nullable
column,created_at,time_entries,timestamp with time zone,not_null
column,deleted_at,time_entries,timestamp with time zone,nullable
column,description,time_entries,text,not_null
column,duration_seconds,time_entries,integer,not_null
column,end_time,time_entries,timestamp with time zone,nullable
column,hourly_rate,time_entries,"numeric(10,2)",nullable
column,id,time_entries,uuid,not_null
column,is_billable,time_entries,boolean,not_null
column,organization_id,time_entries,uuid,not_null
column,patient_id,time_entries,uuid,nullable
column,project_id,time_entries,uuid,nullable
column,start_time,time_entries,timestamp with time zone,not_null
column,tags,time_entries,text[],not_null
column,task_id,time_entries,uuid,nullable
column,total_value,time_entries,"numeric(10,2)",nullable
column,updated_at,time_entries,timestamp with time zone,not_null
column,user_id,time_entries,text,not_null
column,timer,timer_drafts,jsonb,not_null
column,updated_at,timer_drafts,timestamp with time zone,not_null
column,user_id,timer_drafts,text,not_null
column,categoria,transacoes,text,nullable
column,created_at,transacoes,timestamp with time zone,not_null
column,deleted_at,transacoes,timestamp without time zone,nullable
column,descricao,transacoes,text,nullable
column,dre_categoria,transacoes,character varying(100),nullable
column,id,transacoes,uuid,not_null
column,metadata,transacoes,jsonb,not_null
column,organization_id,transacoes,uuid,not_null
column,status,transacoes,text,not_null
column,stripe_payment_intent_id,transacoes,text,nullable
column,stripe_refund_id,transacoes,text,nullable
column,tipo,transacoes,text,not_null
column,updated_at,transacoes,timestamp with time zone,not_null
column,user_id,transacoes,text,nullable
column,valor,transacoes,"numeric(12,2)",not_null
column,amount,transactions,"numeric(10,2)",not_null
column,category,transactions,character varying(100),nullable
column,created_at,transactions,timestamp without time zone,not_null
column,deleted_at,transactions,timestamp without time zone,nullable
column,description,transactions,text,nullable
column,dre_category,transactions,character varying(100),nullable
column,id,transactions,uuid,not_null
column,metadata,transactions,jsonb,nullable
column,organization_id,transactions,uuid,not_null
column,status,transactions,character varying(50),nullable
column,stripe_payment_intent_id,transactions,character varying(255),nullable
column,stripe_refund_id,transactions,character varying(255),nullable
column,type,transactions,character varying(50),not_null
column,updated_at,transactions,timestamp without time zone,not_null
column,user_id,transactions,text,nullable
column,created_at,treatment_cycles,timestamp with time zone,not_null
column,description,treatment_cycles,text,nullable
column,end_date,treatment_cycles,timestamp with time zone,nullable
column,goals,treatment_cycles,jsonb,not_null
column,id,treatment_cycles,uuid,not_null
column,metadata,treatment_cycles,jsonb,not_null
column,patient_id,treatment_cycles,uuid,not_null
column,report_url,treatment_cycles,text,nullable
column,start_date,treatment_cycles,timestamp with time zone,nullable
column,status,treatment_cycles,text,not_null
column,therapist_id,treatment_cycles,text,nullable
column,title,treatment_cycles,text,not_null
column,updated_at,treatment_cycles,timestamp with time zone,not_null
column,created_at,treatment_plans,timestamp with time zone,not_null
column,created_by,treatment_plans,text,nullable
column,diagnosis,treatment_plans,jsonb,not_null
column,exercises,treatment_plans,jsonb,not_null
column,follow_up_date,treatment_plans,date,nullable
column,id,treatment_plans,uuid,not_null
column,objectives,treatment_plans,jsonb,not_null
column,organization_id,treatment_plans,uuid,not_null
column,patient_id,treatment_plans,uuid,not_null
column,procedures,treatment_plans,jsonb,not_null
column,recommendations,treatment_plans,jsonb,not_null
column,record_date,treatment_plans,date,not_null
column,updated_at,treatment_plans,timestamp with time zone,not_null
column,appointment_id,treatment_sessions,text,nullable
column,assessment,treatment_sessions,text,nullable
column,created_at,treatment_sessions,timestamp with time zone,not_null
column,exercises_performed,treatment_sessions,jsonb,not_null
column,id,treatment_sessions,uuid,not_null
column,next_session_goals,treatment_sessions,text,nullable
column,objective,treatment_sessions,jsonb,nullable
column,observations,treatment_sessions,text,nullable
column,organization_id,treatment_sessions,uuid,nullable
column,pain_level_after,treatment_sessions,integer,nullable
column,pain_level_before,treatment_sessions,integer,nullable
column,patient_id,treatment_sessions,uuid,not_null
column,plan,treatment_sessions,text,nullable
column,session_date,treatment_sessions,date,not_null
column,subjective,treatment_sessions,text,nullable
column,therapist_id,treatment_sessions,text,nullable
column,updated_at,treatment_sessions,timestamp with time zone,not_null
column,appearance_data,user_agenda_appearance,jsonb,not_null
column,created_at,user_agenda_appearance,timestamp with time zone,not_null
column,id,user_agenda_appearance,uuid,not_null
column,organization_id,user_agenda_appearance,text,not_null
column,profile_id,user_agenda_appearance,text,not_null
column,updated_at,user_agenda_appearance,timestamp with time zone,not_null
column,created_at,user_inventory,timestamp with time zone,not_null
column,id,user_inventory,uuid,not_null
column,is_equipped,user_inventory,boolean,not_null
column,item_code,user_inventory,text,nullable
column,item_id,user_inventory,uuid,not_null
column,quantity,user_inventory,integer,not_null
column,updated_at,user_inventory,timestamp with time zone,not_null
column,user_id,user_inventory,text,not_null
column,created_at,user_invitations,timestamp with time zone,not_null
column,email,user_invitations,text,not_null
column,expires_at,user_invitations,timestamp with time zone,not_null
column,id,user_invitations,uuid,not_null
column,invited_by,user_invitations,text,not_null
column,organization_id,user_invitations,uuid,nullable
column,role,user_invitations,text,not_null
column,token,user_invitations,text,not_null
column,used_at,user_invitations,timestamp with time zone,nullable
column,ativo,user_vouchers,boolean,not_null
column,created_at,user_vouchers,timestamp with time zone,not_null
column,data_compra,user_vouchers,timestamp with time zone,not_null
column,data_expiracao,user_vouchers,timestamp with time zone,not_null
column,deleted_at,user_vouchers,timestamp without time zone,nullable
column,id,user_vouchers,uuid,not_null
column,organization_id,user_vouchers,uuid,not_null
column,sessoes_restantes,user_vouchers,integer,not_null
column,sessoes_totais,user_vouchers,integer,not_null
column,updated_at,user_vouchers,timestamp with time zone,not_null
column,user_id,user_vouchers,text,not_null
column,valor_pago,user_vouchers,"numeric(12,2)",nullable
column,voucher_id,user_vouchers,uuid,not_null
column,amount,voucher_checkout_sessions,"numeric(12,2)",not_null
column,created_at,voucher_checkout_sessions,timestamp with time zone,not_null
column,deleted_at,voucher_checkout_sessions,timestamp without time zone,nullable
column,id,voucher_checkout_sessions,uuid,not_null
column,organization_id,voucher_checkout_sessions,uuid,not_null
column,status,voucher_checkout_sessions,text,not_null
column,updated_at,voucher_checkout_sessions,timestamp with time zone,not_null
column,user_id,voucher_checkout_sessions,text,not_null
column,user_voucher_id,voucher_checkout_sessions,uuid,nullable
column,voucher_id,voucher_checkout_sessions,uuid,not_null
column,ativo,vouchers,boolean,not_null
column,created_at,vouchers,timestamp with time zone,not_null
column,deleted_at,vouchers,timestamp without time zone,nullable
column,descricao,vouchers,text,nullable
column,id,vouchers,uuid,not_null
column,nome,vouchers,text,not_null
column,organization_id,vouchers,uuid,not_null
column,preco,vouchers,"numeric(12,2)",not_null
column,sessoes,vouchers,integer,nullable
column,stripe_price_id,vouchers,text,nullable
column,tipo,vouchers,text,not_null
column,updated_at,vouchers,timestamp with time zone,not_null
column,validade_dias,vouchers,integer,not_null
column,assigned_by,wa_assignments,uuid,nullable
column,assigned_team,wa_assignments,character varying(50),nullable
column,assigned_to,wa_assignments,uuid,nullable
column,conversation_id,wa_assignments,uuid,nullable
column,created_at,wa_assignments,timestamp with time zone,not_null
column,id,wa_assignments,uuid,not_null
column,organization_id,wa_assignments,uuid,nullable
column,reason,wa_assignments,text,nullable
column,actions,wa_automation_rules,jsonb,nullable
column,conditions,wa_automation_rules,jsonb,nullable
column,created_at,wa_automation_rules,timestamp with time zone,not_null
column,created_by,wa_automation_rules,uuid,nullable
column,description,wa_automation_rules,text,nullable
column,id,wa_automation_rules,uuid,not_null
column,is_active,wa_automation_rules,boolean,nullable
column,name,wa_automation_rules,character varying(200),not_null
column,organization_id,wa_automation_rules,uuid,nullable
column,priority,wa_automation_rules,integer,nullable
column,team,wa_automation_rules,text,nullable
column,trigger_config,wa_automation_rules,jsonb,nullable
column,trigger_type,wa_automation_rules,character varying(50),nullable
column,updated_at,wa_automation_rules,timestamp with time zone,not_null
column,conversation_id,wa_conversation_tags,uuid,nullable
column,created_at,wa_conversation_tags,timestamp with time zone,not_null
column,id,wa_conversation_tags,uuid,not_null
column,organization_id,wa_conversation_tags,uuid,nullable
column,tag_id,wa_conversation_tags,uuid,nullable
column,assigned_team,wa_conversations,character varying(50),nullable
column,assigned_to,wa_conversations,uuid,nullable
column,channel,wa_conversations,character varying(20),nullable
column,closed_at,wa_conversations,timestamp with time zone,nullable
column,contact_id,wa_conversations,uuid,nullable
column,created_at,wa_conversations,timestamp with time zone,not_null
column,first_response_at,wa_conversations,timestamp with time zone,nullable
column,id,wa_conversations,uuid,not_null
column,is_auto_reply,wa_conversations,boolean,nullable
column,last_message_at,wa_conversations,timestamp with time zone,nullable
column,last_message_in_at,wa_conversations,timestamp with time zone,nullable
column,last_message_out_at,wa_conversations,timestamp with time zone,nullable
column,last_read_at,wa_conversations,timestamp with time zone,nullable
column,metadata,wa_conversations,jsonb,nullable
column,organization_id,wa_conversations,uuid,nullable
column,patient_id,wa_conversations,uuid,nullable
column,priority,wa_conversations,character varying(10),nullable
column,resolved_at,wa_conversations,timestamp with time zone,nullable
column,snoozed_until,wa_conversations,timestamp with time zone,nullable
column,status,wa_conversations,character varying(20),nullable
column,updated_at,wa_conversations,timestamp with time zone,not_null
column,failed_at,wa_dlq_messages,timestamp without time zone,not_null
column,from_phone,wa_dlq_messages,text,nullable
column,message_id,wa_dlq_messages,text,not_null
column,payload,wa_dlq_messages,jsonb,not_null
column,phone_number_id,wa_dlq_messages,text,nullable
column,retry_count,wa_dlq_messages,integer,nullable
column,author_id,wa_internal_notes,uuid,nullable
column,content,wa_internal_notes,text,not_null
column,conversation_id,wa_internal_notes,uuid,nullable
column,created_at,wa_internal_notes,timestamp with time zone,not_null
column,id,wa_internal_notes,uuid,not_null
column,organization_id,wa_internal_notes,uuid,nullable
column,contact_id,wa_messages,uuid,nullable
column,content,wa_messages,jsonb,nullable
column,conversation_id,wa_messages,uuid,nullable
column,created_at,wa_messages,timestamp with time zone,not_null
column,direction,wa_messages,character varying(10),nullable
column,id,wa_messages,uuid,not_null
column,interactive_type,wa_messages,character varying(30),nullable
column,is_auto_message,wa_messages,boolean,nullable
column,is_internal_note,wa_messages,boolean,nullable
column,media_type,wa_messages,text,nullable
column,media_url,wa_messages,text,nullable
column,message_type,wa_messages,character varying(30),nullable
column,meta_message_id,wa_messages,text,nullable
column,metadata,wa_messages,jsonb,nullable
column,organization_id,wa_messages,uuid,nullable
column,quoted_message_id,wa_messages,uuid,nullable
column,reply_to,wa_messages,uuid,nullable
column,sender_id,wa_messages,text,nullable
column,sender_type,wa_messages,character varying(20),nullable
column,sent_via,wa_messages,character varying(30),nullable
column,status,wa_messages,character varying(20),nullable
column,template_language,wa_messages,character varying(10),nullable
column,template_name,wa_messages,character varying(100),nullable
column,channel,wa_opt_in_out,character varying(20),nullable
column,contact_id,wa_opt_in_out,uuid,nullable
column,created_at,wa_opt_in_out,timestamp with time zone,not_null
column,id,wa_opt_in_out,uuid,not_null
column,organization_id,wa_opt_in_out,uuid,nullable
column,reason,wa_opt_in_out,text,nullable
column,type,wa_opt_in_out,character varying(10),nullable
column,category,wa_quick_replies,character varying(50),nullable
column,content,wa_quick_replies,text,not_null
column,created_at,wa_quick_replies,timestamp with time zone,not_null
column,created_by,wa_quick_replies,uuid,nullable
column,id,wa_quick_replies,uuid,not_null
column,organization_id,wa_quick_replies,uuid,nullable
column,team,wa_quick_replies,character varying(50),nullable
column,title,wa_quick_replies,character varying(100),not_null
column,usage_count,wa_quick_replies,integer,nullable
column,variables,wa_quick_replies,jsonb,nullable
column,created_at,wa_raw_events,timestamp with time zone,not_null
column,event_type,wa_raw_events,character varying(30),nullable
column,failure_reason,wa_raw_events,text,nullable
column,id,wa_raw_events,uuid,not_null
column,idempotency_key,wa_raw_events,text,nullable
column,meta_message_id,wa_raw_events,text,nullable
column,organization_id,wa_raw_events,uuid,nullable
column,phone_number_id,wa_raw_events,character varying(64),nullable
column,processed,wa_raw_events,boolean,nullable
column,processed_at,wa_raw_events,timestamp with time zone,nullable
column,processing_state,wa_raw_events,character varying(40),nullable
column,provider_event_id,wa_raw_events,text,nullable
column,raw_payload,wa_raw_events,jsonb,nullable
column,request_path,wa_raw_events,text,nullable
column,signature_valid,wa_raw_events,boolean,nullable
column,business_hours,wa_sla_config,jsonb,nullable
column,created_at,wa_sla_config,timestamp with time zone,not_null
column,escalation_config,wa_sla_config,jsonb,nullable
column,first_response_minutes,wa_sla_config,integer,nullable
column,id,wa_sla_config,uuid,not_null
column,is_active,wa_sla_config,boolean,nullable
column,name,wa_sla_config,character varying(100),not_null
column,next_response_minutes,wa_sla_config,integer,nullable
column,organization_id,wa_sla_config,uuid,nullable
column,priority,wa_sla_config,character varying(10),nullable
column,resolution_hours,wa_sla_config,integer,nullable
column,conversation_id,wa_sla_tracking,uuid,nullable
column,created_at,wa_sla_tracking,timestamp with time zone,not_null
column,first_response_at,wa_sla_tracking,timestamp with time zone,nullable
column,first_response_breached,wa_sla_tracking,boolean,nullable
column,first_response_target_at,wa_sla_tracking,timestamp with time zone,nullable
column,id,wa_sla_tracking,uuid,not_null
column,next_response_at,wa_sla_tracking,timestamp with time zone,nullable
column,next_response_breached,wa_sla_tracking,boolean,nullable
column,next_response_target_at,wa_sla_tracking,timestamp with time zone,nullable
column,organization_id,wa_sla_tracking,uuid,nullable
column,resolution_breached,wa_sla_tracking,boolean,nullable
column,resolution_target_at,wa_sla_tracking,timestamp with time zone,nullable
column,resolved_at,wa_sla_tracking,timestamp with time zone,nullable
column,sla_config_id,wa_sla_tracking,uuid,nullable
column,color,wa_tags,character varying(7),nullable
column,created_at,wa_tags,timestamp with time zone,not_null
column,id,wa_tags,uuid,not_null
column,name,wa_tags,character varying(50),not_null
column,organization_id,wa_tags,uuid,nullable
column,created_at,waitlist,timestamp with time zone,not_null
column,id,waitlist,text,not_null
column,notes,waitlist,text,nullable
column,offer_expires_at,waitlist,timestamp with time zone,nullable
column,offered_at,waitlist,timestamp with time zone,nullable
column,offered_slot,waitlist,text,nullable
column,organization_id,waitlist,text,not_null
column,patient_id,waitlist,text,not_null
column,preferred_days,waitlist,jsonb,not_null
column,preferred_periods,waitlist,jsonb,not_null
column,preferred_therapist_id,waitlist,text,nullable
column,priority,waitlist,text,not_null
column,refusal_count,waitlist,integer,not_null
column,status,waitlist,text,not_null
column,updated_at,waitlist,timestamp with time zone,not_null
column,created_at,waitlist_offers,timestamp with time zone,not_null
column,expiration_time,waitlist_offers,timestamp with time zone,nullable
column,id,waitlist_offers,text,not_null
column,offered_slot,waitlist_offers,text,not_null
column,organization_id,waitlist_offers,text,not_null
column,responded_at,waitlist_offers,timestamp with time zone,nullable
column,response,waitlist_offers,text,not_null
column,status,waitlist_offers,text,not_null
column,updated_at,waitlist_offers,timestamp with time zone,not_null
column,waitlist_id,waitlist_offers,text,not_null
column,created_at,wearable_data,timestamp with time zone,not_null
column,data_type,wearable_data,text,not_null
column,id,wearable_data,uuid,not_null
column,metadata,wearable_data,jsonb,nullable
column,organization_id,wearable_data,uuid,nullable
column,patient_id,wearable_data,uuid,not_null
column,source,wearable_data,text,not_null
column,timestamp,wearable_data,timestamp with time zone,not_null
column,unit,wearable_data,text,nullable
column,value,wearable_data,numeric,not_null
column,access_token,wearable_oauth_tokens,text,not_null
column,connected_at,wearable_oauth_tokens,timestamp with time zone,not_null
column,id,wearable_oauth_tokens,uuid,not_null
column,is_active,wearable_oauth_tokens,boolean,not_null
column,last_synced_at,wearable_oauth_tokens,timestamp with time zone,nullable
column,organization_id,wearable_oauth_tokens,uuid,not_null
column,patient_id,wearable_oauth_tokens,uuid,not_null
column,provider,wearable_oauth_tokens,text,not_null
column,provider_user_id,wearable_oauth_tokens,text,nullable
column,refresh_token,wearable_oauth_tokens,text,nullable
column,scope,wearable_oauth_tokens,text,nullable
column,token_expires_at,wearable_oauth_tokens,timestamp with time zone,nullable
column,created_at,weekly_challenges,timestamp with time zone,not_null
column,description,weekly_challenges,text,nullable
column,end_date,weekly_challenges,date,not_null
column,icon,weekly_challenges,text,nullable
column,id,weekly_challenges,uuid,not_null
column,is_active,weekly_challenges,boolean,not_null
column,point_reward,weekly_challenges,integer,not_null
column,start_date,weekly_challenges,date,not_null
column,target,weekly_challenges,jsonb,not_null
column,title,weekly_challenges,text,not_null
column,updated_at,weekly_challenges,timestamp with time zone,not_null
column,xp_reward,weekly_challenges,integer,not_null
column,accepted,whatsapp_automation_log,boolean,not_null
column,created_at,whatsapp_automation_log,timestamp with time zone,not_null
column,error,whatsapp_automation_log,text,nullable
column,id,whatsapp_automation_log,uuid,not_null
column,organization_id,whatsapp_automation_log,uuid,not_null
column,phone,whatsapp_automation_log,text,nullable
column,template_key,whatsapp_automation_log,text,not_null
column,avatar_url,whatsapp_contacts,text,nullable
column,bsuid,whatsapp_contacts,character varying(160),nullable
column,created_at,whatsapp_contacts,timestamp with time zone,not_null
column,display_name,whatsapp_contacts,character varying(200),nullable
column,first_seen_at,whatsapp_contacts,timestamp with time zone,nullable
column,id,whatsapp_contacts,uuid,not_null
column,identity_history,whatsapp_contacts,jsonb,nullable
column,is_patient,whatsapp_contacts,boolean,nullable
column,last_message_at,whatsapp_contacts,timestamp with time zone,nullable
column,metadata,whatsapp_contacts,jsonb,nullable
column,organization_id,whatsapp_contacts,uuid,nullable
column,parent_bsuid,whatsapp_contacts,character varying(170),nullable
column,patient_id,whatsapp_contacts,uuid,nullable
column,phone_e164,whatsapp_contacts,character varying(20),nullable
column,updated_at,whatsapp_contacts,timestamp with time zone,not_null
column,username,whatsapp_contacts,character varying(100),nullable
column,wa_id,whatsapp_contacts,character varying(64),nullable
column,created_at,whatsapp_exercise_queue,timestamp with time zone,not_null
column,created_by,whatsapp_exercise_queue,text,nullable
column,delivered_at,whatsapp_exercise_queue,timestamp with time zone,nullable
column,error_message,whatsapp_exercise_queue,text,nullable
column,exercise_plan_id,whatsapp_exercise_queue,uuid,nullable
column,exercises,whatsapp_exercise_queue,jsonb,not_null
column,id,whatsapp_exercise_queue,uuid,not_null
column,opened_at,whatsapp_exercise_queue,timestamp with time zone,nullable
column,organization_id,whatsapp_exercise_queue,uuid,not_null
column,patient_id,whatsapp_exercise_queue,uuid,not_null
column,phone_number,whatsapp_exercise_queue,text,not_null
column,scheduled_for,whatsapp_exercise_queue,timestamp with time zone,nullable
column,sent_at,whatsapp_exercise_queue,timestamp with time zone,nullable
column,status,whatsapp_exercise_queue,text,not_null
column,updated_at,whatsapp_exercise_queue,timestamp with time zone,not_null
column,created_at,whatsapp_messages,timestamp with time zone,not_null
column,from_phone,whatsapp_messages,text,not_null
column,id,whatsapp_messages,uuid,not_null
column,message,whatsapp_messages,text,not_null
column,message_id,whatsapp_messages,text,nullable
column,metadata,whatsapp_messages,jsonb,nullable
column,organization_id,whatsapp_messages,uuid,not_null
column,patient_id,whatsapp_messages,uuid,nullable
column,status,whatsapp_messages,text,not_null
column,template_name,whatsapp_messages,text,nullable
column,to_phone,whatsapp_messages,text,not_null
column,type,whatsapp_messages,text,not_null
column,updated_at,whatsapp_messages,timestamp with time zone,not_null
column,conversation_id,whatsapp_pending_replies,uuid,nullable
column,created_at,whatsapp_pending_replies,timestamp with time zone,not_null
column,final_reply,whatsapp_pending_replies,text,nullable
column,id,whatsapp_pending_replies,uuid,not_null
column,intent,whatsapp_pending_replies,text,not_null
column,organization_id,whatsapp_pending_replies,uuid,not_null
column,original_message,whatsapp_pending_replies,text,not_null
column,reviewed_at,whatsapp_pending_replies,timestamp with time zone,nullable
column,reviewed_by,whatsapp_pending_replies,text,nullable
column,status,whatsapp_pending_replies,text,not_null
column,suggested_reply,whatsapp_pending_replies,text,not_null
column,wa_id,whatsapp_pending_replies,text,not_null
column,color,wiki_categories,text,nullable
column,created_at,wiki_categories,timestamp with time zone,not_null
column,description,wiki_categories,text,nullable
column,icon,wiki_categories,text,nullable
column,id,wiki_categories,uuid,not_null
column,name,wiki_categories,text,not_null
column,order_index,wiki_categories,integer,not_null
column,organization_id,wiki_categories,uuid,not_null
column,parent_id,wiki_categories,uuid,nullable
column,slug,wiki_categories,text,not_null
column,updated_at,wiki_categories,timestamp with time zone,not_null
column,block_id,wiki_comments,text,nullable
column,content,wiki_comments,text,not_null
column,created_at,wiki_comments,timestamp with time zone,not_null
